image_id,predicted,actual
58357057_dea882479e,startseq skier flies through the air endseq,startseq human figure stands on the peak of snowy mountain endseq
58363928_6f7074608c,startseq person wearing backpack and backpack watches endseq,startseq hiker is climbing up very steep mountain endseq
58363930_0544844edd,startseq person hikes up mountain endseq,startseq hiker treks up the snowy mountain endseq
58368365_03ed3e5bdf,startseq hiker is riding up very very the summit of mountain endseq,startseq man is standing on top of mountain gazing at the sunset endseq
584484388_0eeb36d03d,startseq two dogs are playing in cement grass endseq,startseq two brown dogs are playing with red ball endseq
587604325_af5d6df679,startseq brown dog is running on the beach endseq,startseq curly haired dog tries to bite another dog wearing green and orange collar endseq
590445887_4d4fa43923,startseq woman in red and red top is wearing red makeup endseq,startseq woman in green wig hula-hoops in front of crowd endseq
597543181_6a85ef4c17,startseq two children sitting on swing set endseq,startseq boy plays on green swing endseq
599366440_a238e805cf,startseq the white dog is running past large white dog endseq,startseq black and white dog has pinned brown dog to the ground in front of wishing well endseq
607339469_af851c4119,startseq man in black shorts is jumping on the rocks endseq,startseq girl in purple shirt feeding ducks endseq
608257195_6ec6f48e37,startseq person riding bike down trail endseq,startseq boy dressed in an orange shirt and helmet is riding dirt bike in the woods endseq
609681901_66809d2dc1,startseq woman in striped shirt and girl sitting on wall next to woman in green shirt sitting on wall endseq,startseq two girls play outside with chalk endseq
610590753_cd69ce081a,startseq boat is being blown into the water endseq,startseq dog is running through lake towards some trees endseq
611910909_4f8e43e070,startseq child in green shirt is swinging on trampoline endseq,startseq girl climbing tree endseq
61209225_8512e1dad5,startseq four men standing in line with army motorcycles endseq,startseq civil war reenactment with cannon teams firing cannons endseq
613030608_4355e007c7,startseq man plays guitar on the guitar endseq,startseq child holding up sign with skull and crossbones endseq
613900608_2e49415772,startseq woman in pink shirt and purple pants is running on the street endseq,"startseq ""a dancer in dancing pose on the street audience in the backgound ."" endseq"
615916000_5044047d71,startseq girl in dress is dancing endseq,startseq dark haired woman in black and gold walking through street festival endseq
616045808_0286d0574b,startseq woman in an orange shirt and helmet is running in parade endseq,startseq person in dress and pink feathered hat rides unicycle in parade endseq
616177206_0e16c33f6b,startseq woman in black shirt and black sunglasses is standing next to bottle of man in black and black is standing on the street endseq,startseq black policeman is smiling at larger woman endseq
617038406_4092ee91dd,startseq woman holds little girl 's face endseq,startseq group of people gathering around bag of groceries endseq
618292739_0fdc2ccab0,startseq girl in pink shirt is running on the grass endseq,startseq girl is running towards field of tall flowers endseq
618771382_459bb492e4,startseq skateboarder jumps over red barrier endseq,startseq one girl is hugging another girl in front of an american flag endseq
619169586_0a13ee7c21,startseq man and woman standing on path overlooking the water endseq,startseq woman in brown jacket is standing on rock with forested background endseq
621000329_84f48948eb,startseq baby in blue dress is sitting on wooden table endseq,startseq little girl smiles as she wears white bowl on the top of her head endseq
624058168_f1c5e87e59,startseq man and woman are walking on leashes endseq,startseq black and white dog jumping into the air endseq
624742559_ff467d8ebc,startseq child in green shirt is jumping over structure endseq,startseq child in green hat swings on monkey bars at blue playground endseq
630476551_2ee7399f77,startseq surfer in red wetsuit is running on the beach endseq,startseq child is playing on the beach splashing water everywhere endseq
632251903_b36701a5e9,startseq man in swimsuit is standing on the beach endseq,startseq man in blue swimsuit jumps from cliff into the water while another man watches endseq
632608471_a70461f123,startseq group of people sitting at the sunset endseq,startseq group of little girls perform recital onstage dressed in all white endseq
633456174_b768c1d6cd,startseq young girl wearing jeans and hat walks down the street endseq,startseq boy in black shirt has thrown snowball that has left trail of snow behind it in the air endseq
634891010_9fa189effb,startseq two dogs are playing in muddy field with white object in the background endseq,startseq black and white dog jumping out of the water and brown dog shaking off endseq
635444010_bd81c89ab7,startseq woman in red dress is walking along the street carrying red bags endseq,startseq large woman with pink feather boa strolls down the sidewalk endseq
636503038_17ca82b50f,startseq two people are standing on the beach overlooking the ocean endseq,"startseq ""three fishers walk over rocks toward water lake and cloudy sky in background ."" endseq"
637342973_89f6fac1f7,startseq three dogs are running through the snow endseq,startseq pink ball is being held up before three dogs on beach endseq
639120223_7db6bdb61f,startseq woman in striped shirt is looking at woman who is being looking at her ear endseq,startseq two grocery store employees talk at checkstand endseq
639865690_d66d480879,startseq woman is playing with stick on the grass endseq,startseq the two boys are playing with fake swords endseq
640053014_549d2f23d2,startseq person wearing helmet is riding bike trick endseq,startseq cyclist on neon yellow bike is airborne endseq
640203018_c0e7175831,startseq woman in yellow shirt is walking down the street carrying cart in the background endseq,startseq man is riding tiny motorcycle through busy market endseq
640409060_6af18fdd54,startseq two girls in striped shirts stand on sand endseq,startseq little girl in white sundress smiles and slides down blue slide endseq
640506101_ae1145b6d1,startseq brown dog is laying on the grass with his dog hanging out endseq,"startseq ""a man and big brown dog are playing tug-of-war with toy outside ."" endseq"
641893280_36fd6e886a,startseq two dogs are playing in the grass endseq,startseq brown dog and white dog are running across stony hillock endseq
642987597_03b21a1437,startseq man climbing rock face endseq,startseq girl in tree endseq
649596742_5ba84ce946,startseq black and white dog is playing with stick endseq,startseq big dog sniffs little dog endseq
652542470_60e858da64,startseq woman in blue and orange outfit is playing with frisbee endseq,startseq girl prepares herself for the swim meet endseq
654130822_4aeb1f1273,startseq woman wearing red sunglasses and black sunglasses wearing red sunglasses and black sunglasses endseq,startseq close shot of young swimmer sitting on the edge of pool in front of others endseq
656260720_a7db4ce48b,startseq the man is wearing red hat and waving red and black whilst an orange and red body endseq,"startseq ""a girl in bathing suit swim cap and goggles ."" endseq"
661546153_9d30db6984,startseq little girl in blue shirt is playing with toy in green toy endseq,startseq baby is in an activity chair in child 's playroom endseq
661749711_6f408dad62,startseq the brown dog is rolling up on the green grass endseq,startseq dog jumps to catch red ball outside endseq
661755629_602ea4cf09,startseq the dog is running through the grass endseq,startseq black and brown dog with red ball overhead plays in the grass endseq
661757041_61e131e913,startseq dog is chasing red frisbee in the grass endseq,startseq little dog is attempting to catch red ball endseq
662606040_8cc8cd9f1b,startseq the dogs are playing in the grass endseq,startseq brown and black dog running to fetch red ball endseq
664341930_bd5c8b60ea,startseq two teenage boys are bouncing on bed endseq,startseq child does karate kick and jumps from red couch endseq
664470170_6a1ad20c45,startseq little girl in blue dress is playing with toy in green chair endseq,startseq baby and toddler are smiling whilst playing in nursery endseq
667626_18933d713e,startseq dog is in the snow with pink toy in his mouth endseq,startseq girl is stretched out in shallow water endseq
670609997_5c7fdb3f0b,startseq black and white dog is catching ball in the air endseq,startseq black and white dog jumping in the air to catch frisbee endseq
673806038_0a3682a83f,startseq four kids are playing first in the field endseq,startseq boy in green wetsuit takes his turn in water sprinkler and group of others wait endseq
684255145_db3f8e3e46,startseq young boy in red shorts and bikini is playing in the water endseq,startseq child does handstand in pool endseq
684375286_09cc1aa778,startseq the dog is laying on the ground next to the man who is laying down endseq,startseq small black dog is playing tug of war with large brown dog wearing yellow triangle endseq
687513087_413d4a3a3b,startseq two leashed dog tug on tire with white dog endseq,startseq two black dogs are bearing their teeth beside white couch endseq
688210930_85c5675d5b,startseq two people are sitting on the stairs endseq,startseq blue-robed and hooded figure is walking past occupied tables in an upper-class room endseq
688940111_325a74674a,startseq the child is wearing red shirt whilst wearing piece of colored piece endseq,startseq boy holding cookie and wearing red hat is looking at the camera endseq
689359034_4a64c24ca4,startseq man in red jacket is walking down the street with his arms on him endseq,startseq family waits next to some portable toilets in the city endseq
689776124_07f560a920,startseq black dog is running through the grass endseq,startseq black dog is happily running through the grass endseq
691770760_48ce80a674,startseq dog jumps over high jump endseq,startseq brown dog leaping from dock into the water endseq
69189650_6687da7280,startseq brown dog is running through the snow endseq,startseq brown dog is running through brown field endseq
693164706_9624582e69,startseq girl in red coat is drilling in the snow endseq,startseq boy in red hooded-coat is riding pool broom like horse in an empty pool endseq
693450725_8ad72389e6,startseq the brown dog is jumping over high and not catch endseq,startseq closeup of brown dog in front of building endseq
693785581_68bec8312a,startseq two blonde boys dancing in martial arts arts arts endseq,startseq boy does flip while another boy stands on the matt endseq
694496803_f2a05869cf,startseq two children are walking down the street endseq,startseq man balances ball on japanese umbrella endseq
696663662_232edd58af,startseq two young children sitting on bench endseq,startseq boy with broken arm is resting in bed endseq
69710411_2cf537f61f,startseq the child is sitting at table at table at table endseq,startseq group of people are sitting around campfire at night endseq
69710415_5c2bfb1058,startseq two people are running along the shore of the ocean endseq,startseq group of people stand at the edge of cliff over the ocean endseq
697490420_67d8d2a859,startseq two people are sitting on the beach endseq,startseq man in bathing suit stands near yellow kayak endseq
697582336_601462e052,startseq dog running through the grass endseq,startseq black and brown dog running across the grass endseq
697778778_b52090709d,startseq two people are climbing up rocks endseq,startseq three climbers on rocks near waterfall endseq
698107542_3aa0ba78b4,startseq girl in yellow shirt is holding her hair up while her mouth is decorated endseq,startseq young child raises her arms while jumping on yellow blow-up toy endseq
700884207_d3ec546494,startseq man paints newborn newborn baby underneath blue blanket endseq,startseq baby is dressed up in pink gear and staring while an adult holds her steady endseq
701816897_221bbe761a,startseq girl in blue pants jumping into pool endseq,startseq woman watching two kids playing at pool endseq
707941195_4386109029,startseq black and white dog is running through the water endseq,"startseq ""a black dog stands on rock green fields behind him ."" endseq"
707972553_36816e53a2,startseq young girl is playing with tennis ball on the beach endseq,startseq child in straw hat stands on stones at beach endseq
708860480_1a956ae0f7,startseq dog is walking through snow endseq,startseq boy in swimming pool endseq
708945669_08e7ffb9a7,startseq man in black shirt is sitting on rocky path endseq,startseq man crouches down to take picture endseq
709373049_15b8b6457a,startseq young boy wearing blue and blue jeans is riding on tire swing endseq,startseq little girl plays with the tire swing at the playground endseq
70995350_75d0698839,startseq person gliding gliding through the air endseq,startseq kite surfer is doing flip over the waves endseq
710878348_323082babd,startseq the woman in the black shirt is running along the beach endseq,startseq boy jumping in the air on the beach endseq
716597900_b72c58362c,startseq two people are running along the beach endseq,startseq an adult and three children walk along the beach endseq
717673249_ac998cfbe6,startseq two dogs are playing with stick in the grass endseq,startseq two dogs play in the grass endseq
719837187_3e7bf1d472,startseq dog running through the snow endseq,startseq wet brown dog is jumping into the air to try and catch basketball with his mouth endseq
720208977_f44c2bba5b,startseq children wearing bathing suits are playing in bubbling fountain endseq,startseq group of children from many races are standing in the fountain of busy plaza endseq
72218201_e0e9c7d65b,startseq four people are standing on the snow covered hill endseq,startseq group of children run footrace in the snow endseq
724702877_f2a938766b,startseq brown dog is running on the beach endseq,startseq dog has jumped in the air to catch tennis ball endseq
72964268_d532bb8ec7,startseq woman with long hair looking at the camera as sprays the beach is standing in the background endseq,startseq man in wetsuit with surfboard walks along beach endseq
732468337_a37075225e,startseq young boy in swimsuit begins to climb an orange rag endseq,startseq naked baby and toddler are playing with red fingerpaints endseq
733172023_5810350af6,startseq two men are walking down the steps with lot of people in the background endseq,startseq girl in an orange tank top stands outside cafe endseq
733752482_ee01a419e5,startseq brown and white dog is running through the grass endseq,startseq brown and white dog is running on the grass endseq
733964952_69f011a6c4,startseq woman sitting on wooden bench with big bag sitting on unicycle endseq,startseq man is sitting by large plant waiting to shine customer 's shoes endseq
733965014_1a0b2b5ee9,startseq man lies on grassy lawn endseq,startseq boy lays on top of girl in field endseq
735787579_617b047319,startseq two girls are walking down the street endseq,"startseq ""a child at party swings bat at pinata encouraged by father ."" endseq"
742073622_1206be8f7f,startseq woman in red shirt and white shorts runs down the street endseq,startseq boy stands in the road wearing big red hat endseq
743571049_68080e8751,startseq woman in green dress is swinging on the grass endseq,startseq boy waves around sparkler endseq
745563422_f4fa7d9157,startseq man sits at table with big art all on her back endseq,startseq blond woman wearing an apron standing in front of bar with several empty wine glasses endseq
745880539_cd3f948837,startseq dog is running through the water endseq,startseq dog coming out of large yellow tube endseq
745966757_6d16dfad8f,startseq woman in red shorts and helmet rides bike endseq,startseq young girl has on rollerblades and looks ready to give it try endseq
746787916_ceb103069f,startseq woman in pink shirt is standing in front of crowd endseq,startseq little white dog runs out of yellow tube while man runs along clapping endseq
747242766_afdc9cb2ba,startseq two dogs are running through field with tennis ball in its mouth endseq,startseq brown dog with very floppy ears runs through field of emerald grass endseq
747921928_48eb02aab2,startseq young girl is playing guitar on the wooden table endseq,startseq boy holds two sparklers endseq
749840385_e004bf3b7c,startseq young girl in blue shirt is sitting on the ground by shower endseq,startseq man in white shirt is on his cellphone by the gate endseq
750196276_c3258c6f1b,startseq man in black shirt and jeans kneels on the street endseq,startseq boy runs near some steps endseq
751074141_feafc7b16c,startseq girl plays with water outside endseq,startseq boy being pulled on shovel endseq
751109943_2a7f8e117f,startseq little girl in pink dress dances on the beach endseq,startseq girl wets her head in white bucket endseq
751737218_b89839a311,startseq two girls are dancing on the swings endseq,startseq boy tries to throw water on another person with his water bottle endseq
752052256_243d111bf0,startseq woman in red shirt is playing with toy into playground toy endseq,startseq child is squirted with water while older people sit and watch endseq
753285176_f21a2b984d,startseq man walks with his arms on his back to throw something above the grass endseq,startseq an adult and child hold hands as they walk up grassy hill endseq
753578547_912d2b4048,startseq the brown dog is running on the grass endseq,startseq brown and black yorkie is playing with red ball endseq
754852108_72f80d421f,startseq man in sunglasses and hat is wearing hat and hat endseq,startseq man with baseball cap and shiny sunglasses looks down while another bald man looks down endseq
755326139_ee344ece7b,startseq young girl in pink shirt is splashed by water endseq,startseq girl makes an arc of water with her hair in pool endseq
756004341_1a816df714,startseq two people are smiling and smiling endseq,"startseq ""two children in yard wearing sunglasses with play structure behind them ."" endseq"
756521713_5d3da56a54,startseq the brown dog is leaping into the grass endseq,startseq seated woman with short hair and camera throws frisbee to brown dog endseq
756909515_a416161656,startseq two dogs are playing in water endseq,startseq three dogs are playing in the water endseq
757046028_ff5999f91b,startseq two girls are wearing black skirts and black boots endseq,startseq large man in leather costume plays big drum beside little boy playing little drum endseq
757133580_ba974ef649,startseq two men are playing in the water endseq,startseq child at the top of fake rock wall endseq
757332692_6866ae545c,startseq small child is playing with white dog endseq,startseq smiling woman punching dog endseq
758921886_55a351dd67,startseq woman in green shirt is climbing large green green green green green green green shirt endseq,startseq girl wearing blue dress is sliding down tube slide endseq
759015118_4bd3617e60,startseq young girl rides unicycle on sidewalk endseq,startseq boy in blue shirt endseq
760138567_762d9022d4,startseq girl in pink shirt is spinning on the water endseq,startseq child jumping from slide into pool endseq
760180310_3c6bd4fd1f,startseq the brown and white dog is running through the sand endseq,startseq baby lays next to big brown dog on palid bed cover endseq
762947607_2001ee4c72,startseq two kids are playing on rope endseq,startseq boy walks in meadow near some trees endseq
763577068_4b96ed768b,startseq two women are sniffing each other in the grass endseq,startseq dog on the heels of man endseq
765091078_a8a11c6f9e,startseq woman and woman are playing in park endseq,startseq child walking on rocks endseq
765298136_7805fbb079,startseq person climbing rock face endseq,startseq man belaying down waterfall endseq
765929807_de381cc764,startseq two people are climbing up rock endseq,startseq group of people walking on rocky ridge endseq
766061382_6c7ff514c4,startseq closeup of young woman in bathing bathing bathing suit swimming in shallow water endseq,startseq bare chested smiling child plays in water endseq
766099402_cdda6964f0,startseq the man is wearing protective gear endseq,startseq lady in an orange dress rides ride at the fair endseq
766346887_a9a9d0637a,startseq child in red shirt is bouncing on skateboard like feet endseq,startseq boy and girl go down metal slide endseq
769260947_02bc973d76,startseq white dog is looking out of water endseq,startseq dog stands shoulder deep in muddy water endseq
771048251_602e5e8f45,startseq an retriever is laying on the ground with his mouth open endseq,startseq blonde child is being bitten on the nose by little orange kitten endseq
771366843_a66304161b,startseq man with backpack is walking towards the mountains endseq,startseq the men are in rocky mountain area endseq
772212710_f5fc22ed35,startseq little girl in pink shirt is splashing on the leaves endseq,startseq the two girls are carrying several stuffed toy animals endseq
772403830_08b72c7da9,startseq person in red wetsuit is running on the beach endseq,startseq boy wearing black shorts is jumping into the ocean endseq
774009278_8e75b7d498,startseq white dog with spot on spot and white spot chases white and white dog with stick in its mouth endseq,startseq dog is jumping to play in the water endseq
775664534_3f6de7d413,startseq woman in red shirt is walking on the grass made to throw her head endseq,startseq little red-haired boy runs down grassy hill followed behind by two girls endseq
778885185_3f6905370b,startseq dog running in the air endseq,startseq brown dog chases tattered ball around the yard endseq
781118358_19087c9ec0,startseq little girl is airborne on sofa bed with his head on sofa endseq,startseq curly-haired boy jumps up on bed endseq
781387473_208ba152b3,startseq woman in red shirt is jumping into fair fair endseq,startseq girl in pink shirt on carnival ride with huge stuffed animal endseq
782017931_75d92bb7a4,startseq woman is riding fishing rail on the street endseq,startseq couple is standing against railing looking at beautiful lake and sunset endseq
782401952_5bc5d3413a,startseq two children are sitting on the sidewalk endseq,startseq group of teenagers near simpsons characters endseq
783353797_fdf91bdf4c,startseq woman in red shirt and sunglasses is walking next to woman in red dress endseq,startseq girl is on the sidewalk looking at white van in the street endseq
783994497_4f6885454d,startseq man wearing white shirt and white shirt is holding box endseq,startseq group of people are getting fountain drinks at convenience store endseq
788126442_086334f0cf,startseq baby is looking out of baby in blue 's shirt endseq,startseq baby girl has the contents of red pot all over her face endseq
78984436_ad96eaa802,startseq two dogs run through the snow endseq,startseq german shepherd chases another with stick in his mouth endseq
791338571_7f38510bf7,startseq the dog is being held by another cow endseq,"startseq ""a bull stands in field next to red car ."" endseq"
792362827_5ab5281b99,startseq three women in white uniforms are walking on the grass endseq,"startseq ""a group of young blond children one carrying rifle poses in front of house ."" endseq"
795081510_53fd17d101,startseq man is sitting on the water looking at the water endseq,"startseq ""a couple hold each other standing on ferry looking out at ferry ."" endseq"
798343627_7492fe0c12,startseq young boy is wearing green shirt and holding microphone endseq,startseq girl is blowing huge bubble endseq
799199774_142b1c3bb2,startseq young girl in blue swimming goggles and blue jacket is coming out of the water endseq,startseq boy plays in pool with an inflatable toy endseq
799431781_65dc312afc,startseq two girls are playing together on the grass endseq,startseq the little boy covering his mouth is sitting between covering his eyes and another boy covering his ears endseq
799486353_f665d7b0f0,startseq young girl in an orange shirt is riding on the beach endseq,startseq child is waiting on the beach holding boogie board endseq
801607443_f15956d1ce,startseq man is standing on the edge of rocky cliff overlooking the ocean endseq,startseq one climber is sitting on the rock overlooking the ocean whilst another climber is on her way up endseq
802594049_289e3c8420,startseq man wearing blue shirt is wearing blue hat and blue hat endseq,startseq black man with facial hair wears navy hat and blue jacket in front of white background endseq
804087017_330bcc8c56,startseq man is performing tricks on bicycle outside of various location endseq,startseq many people standing and sitting on the street in front of billboards endseq
805682444_90ed9e1ef3,startseq three dogs are playing in lake endseq,startseq the two dogs are white and black and are digging in the mud endseq
808245064_8a7971fc5b,startseq man wearing hat and hat is wearing sunglasses and holding cigarette endseq,startseq dark skinned man smoking cigarette near green trashcan endseq
811662356_f9a632b63c,startseq girl in pink shirt is dancing with water grenade endseq,startseq child stands near fence endseq
811663364_4b350a62ce,startseq girl in pink leotard is swinging water into paddling backyard endseq,startseq girl in pink swimsuit jumps through water sprinkler endseq
812196663_0c969970b5,startseq girl in blue shorts is walking on the beach endseq,startseq black boy and white boy in swimming trunks are hugging each other on beach or lake endseq
816084977_21c1811c9a,startseq woman and dog are playing in the water endseq,startseq child and dog are shown silohuetted in afternoon sun in front of lake or pond endseq
818340833_7b963c0ee3,startseq the brown dog is carrying stick in his mouth endseq,startseq black and white dog is carrying stick in field endseq
820169182_f5e78d7d19,startseq little girl in blue is being held by another girl in blue 's shirt endseq,startseq two babies look up while they are playing in playpen with lot of balls endseq
822836318_21544f0f78,startseq boy in an orange helmet is sitting in the snow endseq,startseq child in winter gear is hiding inside cave made of snow while it is snowing endseq
823675317_b5fbdb17b3,startseq two girls are playing volleyball endseq,startseq boy in blue carries bucket endseq
823697339_aadbeef495,startseq man wearing hat and hat is holding cigarette endseq,startseq redheaded woman eating some food with few people standing around her endseq
824123145_59243e504e,startseq man in white shirt is running on the street endseq,startseq people walk outside on wooden walkway endseq
824782868_a8f532f3a6,startseq little girl in pink dress is riding on grassy field endseq,startseq girl in pink outfit and blue cap laughs endseq
824923476_d85edce294,startseq dog chases bigger dog in field endseq,startseq black and white dog following behind some spotted geese endseq
825918657_d92f1761f4,startseq two dogs are playing together in the grass endseq,startseq brown and white dog with pink frisbee in its mouth is humping over man 's back endseq
827941668_2e4ac6cb39,startseq dog running through the water endseq,startseq child is splashing in the water at the beach endseq
832128857_1390386ea6,startseq two young children are sitting on swing endseq,startseq red haired little boy smiles while swinging endseq
835415474_7b7f2a9768,startseq little girl in blue dress is blowing bubbles endseq,startseq baby hangs off an adult 's back while laughing endseq
836768303_d748df5546,startseq child in an orange hat feeds horse endseq,startseq small blonde boy and another small child are inside cushion doghouse with brown dog endseq
836828001_af98d16256,startseq baby in blue shirt is blowing out of water gun endseq,startseq child in the bathtub with water coming out of his mouth endseq
837893113_81854e94e3,startseq boy in blue shirt is playing with soccer ball endseq,startseq child throwing an orange toy endseq
837919879_94e3dacd83,startseq man in black shirt is running on the beach endseq,startseq two guys are playing horse shoe together endseq
838074897_9d6270b3cd,startseq little girl in pink shirt is running on the beach endseq,startseq brown haired little girl is jumping through squirts of water endseq
839295615_bb9baf2f95,startseq woman walks down the street with two people walking behind them endseq,startseq boy is riding dolly passed two 1950s cars endseq
842960985_91daf0d6ec,startseq man in blue jacket is flipping in water endseq,startseq man in beige trench coat is walking in the rain endseq
842961005_692737888e,startseq man in blue shirt is walking on the street carrying statue endseq,startseq girl walking with her grey umbrella endseq
843616798_5ab0ecb525,startseq three dogs play together on dirt track endseq,startseq black and white dog is herding group of sheep on dusty road endseq
846085364_fc9d23df46,startseq the person in the yellow pants is sitting on the snow endseq,startseq bundled-up toddler in the snow endseq
84713990_d3f3cef78b,startseq people are sitting in natural water endseq,startseq group of people on blue raft going down river endseq
847782643_57248bbdab,startseq two young boys are sitting in green chairs with hands in the background endseq,startseq two children laying on the floor with group of wooden blocks above their heads endseq
848180689_d67a1361ce,startseq man in yellow shorts and shorts is jumping into the air at the beach endseq,startseq girl and woman playing with ball in pool endseq
848293676_98e73c52c1,startseq girl in orange shirt is jumping into pool endseq,startseq boy in red suit jumps into pool endseq
852469220_bc0fee3623,startseq black dog retrieves in stream endseq,startseq black and white dog is swimming through some water endseq
854333409_38bc1da9dc,startseq two black dogs are playing with toy endseq,"startseq ""the dog on the right has red object in his mouth and the other dog has biting it ."" endseq"
856985136_649c0a3881,startseq the dog is running on the dirt endseq,startseq girl touches the fountain with her foot endseq
857914283_270d7d1c87,startseq two young children are sitting on wood floor endseq,startseq two blonde boys are playing on bed endseq
859620561_de417cac1e,startseq the skinny black dog is spinning bucking in the air endseq,startseq brown dog catching frisbee in the air endseq
860928274_744d14f198,startseq child in red coat is jumping into the air at an outdoor enclosure endseq,startseq child smiles as he plays in an inflatable gym endseq
861608773_bdafd5c996,startseq the dog chases the fence endseq,startseq black and white dog running on green grassy field endseq
861661418_8a37024ace,startseq brown and white dog walks on sidewalk endseq,startseq brown dog picks up twig from stone surface endseq
861795382_5145ad433d,startseq man wearing helmet begins to ride bicycle on the sand endseq,startseq boy in blue shirt and shorts jumping bike with ramp endseq
862054277_34b5a6f401,startseq woman in blue tank top is in the sand in field of water endseq,"startseq ""a little girl in swimsuit and braids is in front of the water in the grass with her arms crossed in front of her chest"" endseq"
862156271_3eacea90a8,startseq woman in yellow coat is holding pillow endseq,startseq girls with orange hair standing on the street with some kind of bottle in their hand endseq
862177617_c2c0581075,startseq two women wearing colorful clothing pose together endseq,startseq girl is wearing blue wig under brown hooded jacket endseq
862187579_9faf4a51e0,startseq man in red shirt is walking next to building with others in the background endseq,startseq man wearing glasses is staring off into space endseq
86412576_c53392ef80,startseq the man is wearing yellow hat and riding bike endseq,startseq group of people are walking while holding numerous baskets and rugs endseq
864290968_eccb46d5ab,startseq six people are sitting on bus with bus endseq,startseq bearded man sits at bus window endseq
86542183_5e312ae4d4,startseq two people are playing in the snow endseq,startseq two boys play hockey on frozen pond endseq
866841633_05d273b96d,startseq man in red wetsuit is surfing in the water endseq,startseq man wearing orange vest is canoeing in the blue water endseq
870710405_51e507b31a,startseq woman in red dress is holding bubbles endseq,startseq an older lady wearing tinkerbell jacket endseq
871290646_307cddd4e7,startseq the woman in the red shirt is wearing yellow hat and yellow helmet endseq,startseq clown dressed in red and yellow holds something to his mouth endseq
871290666_4877e128c0,startseq man wearing yellow shirt is using yellow string over the street endseq,startseq man in wide-brimmed hat is sleeping against column endseq
872135364_8c1e47d163,startseq black dog is running on the grass endseq,startseq big grey dog wearing chain collar has smaller brown dog pinned down endseq
872512911_ca383b40e4,startseq two people are sitting on the street endseq,"startseq ""large group of people most setting down on walkway with two boys standing up holding plates ."" endseq"
872622575_ba1d3632cc,startseq man climbing rock face endseq,startseq man climbing mountain endseq
873633312_a756d8b381,startseq three kids are playing soccer endseq,"startseq ""a boy in life jacket jumps onto something yellow out of frame ."" endseq"
874665322_9ad05c4065,startseq brown dog is running through the grass endseq,startseq brown dog is playing outside in grassy area endseq
875731481_a5a0a09934,startseq woman dressed in feather costume and five kids endseq,startseq woman wearing brightly colored costume stands onstage endseq
878758390_dd2cdc42f6,startseq black and white dog is walking on the beach endseq,startseq white dog is running on rocky beach endseq
880220939_0ef1c37f1f,startseq woman in pink shirt walking down the street endseq,startseq group of woman in pink dresses walking across crosswalk towards cruisship endseq
881725588_efabbcd96a,startseq the woman is wearing white hat and holding white and white t shirt endseq,startseq group of girls and two are pulling on some type of yarn item in girls bag endseq
883040210_3c4a10f030,startseq person climbing up rock face endseq,startseq climber is sillhouetted against the sky and rocks as he hangs by rope from another rock endseq
887108308_2da97f15ef,startseq two people are bundled down horses and one is watching the other of the other people endseq,startseq child walks while holding an adult 's hand endseq
888425986_e4b6c12324,startseq man is doing trick on yellow bike while another is taking photograph endseq,startseq boy is upside down in midair near lake at sunset endseq
888517718_3d5b4b7b43,startseq dog is running through the grass with ball in its mouth endseq,startseq brown and black dog is standing on its hind legs trying to catch something endseq
890734502_a5ae67beac,startseq woman in red shirt and black shorts is smiling endseq,startseq boy in black swimsuit playing near the water endseq
892340814_bdd61e10a4,startseq man climbing rock climbing endseq,startseq lone person in harness climbing huge rock endseq
894928353_002a3d5f06,startseq man in white shirt and hat is holding stick endseq,startseq the three children are playing on the rails endseq
895502702_5170ada2ee,startseq black and white dog is running through the sand endseq,startseq black and white dog is chasing ball on an open plane endseq
897406883_f09f673d94,startseq girl in blue coat is riding on the beach endseq,startseq child pulls another in small wagon endseq
897621891_efb1e00d1d,startseq young boy slides down water slide on blue water droplets endseq,startseq boy is swimming underwater holding toy in his hand endseq
899810584_61e1578d3f,startseq group of people are in the snow endseq,startseq man climbing mountain endseq
90011335_cfdf9674c2,startseq two people are in the water endseq,"startseq ""a boat is on the water with mountains in the background ."" endseq"
900144365_03cd1899e3,startseq woman in pink shirt and woman in green outfit walking down street endseq,startseq girl in black clothes leads the way in race endseq
905355838_3a43fdfd4e,startseq man in blue shirt is watching the ball watching player in white shirt endseq,startseq baseball player standing on the field endseq
909191414_1cf5d85821,startseq young girl playing with toy on rope lawn endseq,startseq boy is leaping over blue hose pipe as little girl watches endseq
909808296_23c427022d,startseq dog and white and white dog are playing in the sand endseq,startseq brown and black dog on leash is sniffed by black and white dog endseq
911527312_f81ee36b97,startseq woman in red shirt is climbing rock endseq,startseq boy wearing red crocs climbing tree endseq
911795495_342bb15b97,startseq woman in pink shirt is standing in front of brown haired girl with green shirt endseq,startseq girl sits on swing endseq
917574521_74fab68514,startseq two asian children are in an outdoor ice carrying an outdoor ice endseq,startseq one young girl pushing toy while her twin sister looks on endseq
918886676_3323fb2a01,startseq large brown dog is standing in the water endseq,startseq brown dog drinks from water bottle endseq
923550133_ac9d7a2932,startseq dog is running along path near lake endseq,startseq two girls are sitting outside on the ground in front of lake endseq
925491651_57df3a5b36,startseq dog is splashing in the water endseq,startseq dog leaps out of the water endseq
927420680_6cba7c040a,startseq two people are sitting on path in front of wooden structure endseq,startseq man is walking by trees in front of the city skyline endseq
